sl.no,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
2774,1,39807I82733,743,160.928,160.928,2249.04,2249.04,3,0,1539,9,1,11553,1539,18.6,9,1,11553,1539,18.6,0,0,0,0,7,42,6,0,7,42,6,0,3.714285714,3.714285714,UPW,24-06-2016
2775,1,81130I82738,65,3.5,3.5,14.55,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
2776,1,47036I89239,1122,46.483,46.483,2198.11,2198.11,5,0,1924,2,9,3848,1924,75.8,2,9,3848,1924,75.8,0,0,0,0,2,12,6,0,2,12,6,0,15.5,15.5,UPW,23-06-2016
2777,1,87320I82735,319,123.9266667,123.9266667,1355.8,1355.8,2,0,773,6,2,10016,1543,31.5,7,2,11563,1547,36,0,0,0,0,4,24,6,0,4,24,6,0,5.75,5.75,UPW,20-06-2016
2778,1,76478I90848,452,33.194,33.194,2737.56,2737.56,1,0,770,8,1,7698,770,24.5,8,1,7698,770,24.5,0,0,0,0,7,42,6,1,7,42,6,1,2.142857143,2.142857143,UPW,21-06-2016
2779,0,91570I85350,1167,0,0,226.2,226.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-06-2016
2780,1,07151I88649,170,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-08-2016
2781,1,14821I89233,1071,15108.61033,15127.43,2926.43,3940.95,1,0,1539,6,1,14922,2309,26.24,9,1,18770,1539,35.74,0,0,0,0,2,12,6,0,4,24,6,0,10.33333333,8,UPW,13-07-2016
2782,1,34768I90581,1169,9661,9661.91,3134.86,3330.16,8,0,3178,3,6,7126,3178,9.33,3,6,7126,3178,9.33,0,0,0,0,0,0,0,0,1,6,6,0,0,0,UPW,05-08-2016
2783,1,09783I88659,941,3.8,3.8,172.8,172.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-2016
2784,1,85592I82730,916,88.52666667,88.52666667,799.2,799.2,1,0,1539,4,4,13702,4048,625.37,4,4,13702,4048,625.37,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,20-06-2016
2785,1,15792I90581,889,58.552,58.552,959.28,959.28,6,13,1924,2,2,3471,1735.5,22.5,2,2,3471,1735.5,22.5,1,0,1,0,1,6,6,0,1,6,6,0,0,0,UPW,24-06-2016
2786,1,45826I70376,564,33061,40214.66,5894.16,7605.96,1,0,1539,11,1,27536,2309,70,21,2,61720,2309,81,0,0,0,0,9,60,12,0,15,96,12,0,1.777777778,2.2,UPW,04-08-2016
2787,1,84532I88689,1115,752.818,754.79,456.82,527.1,70,0,773,0,0,0,0,0,1,0,773,773,319.7,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,04-07-2016
2788,1,56190I90843,829,59.26666667,59.26666667,210,210,4,0,1539,2,11,3086,1543,68.47,2,11,3086,1543,68.47,0,0,0,0,2,12,6,0,4946.011919,12,6,0,0,0,UPW,14-06-2016
2789,1,96906I91190,300,77.19066667,77.19066667,1621.18,1621.18,7,0,1539,5,0,9349,1539,456.5,6,0,10896,1539,289.25,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,11-06-2016
2790,1,29290I84459,570,4285.856667,4313.57,3828.26,4101.66,18,0,3178,3,3,4718,770,24.1,6,8,7803,773,12.1,0,0,0,0,2,12,6,0,3,18,6,0,3,3,UPW,20-07-2016
2791,1,69667I85349,451,11403,11403,749.73,749.73,9,0,1924,2,3,3848,1924,10.5,2,3,3848,1924,10.5,0,0,0,0,3,18,6,0,3,18,6,0,29,29,UPW,20-07-2016
2792,1,90951I82733,1203,6890,6995.86,600.39,1648.89,8,0,1539,3,5,4617,1539,76.34,7,14,15991,1539,70.34,0,0,0,0,3,18,6,0,4,24,6,0,3.333333333,7.4,UPW,31-07-2016
2793,1,82291I85348,801,10217,13930.9,7792.86,16962.85,3,0,1539,6,1,8468,1539,61.5,12,1,15404,1539,60,0,0,0,0,2,12,6,0,8,48,6,0,5,4,UPW,13-08-2016
2794,1,07074I90849,408,12.54733333,12.54733333,58,58,31,0,773,0,0,0,0,0,1,0,773,773,7.8,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,29-06-2016
2795,0,77264I90584,91,0,0,516.6,516.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-06-2016
2796,1,50801I95202,417,12413.79467,12476.48,15154.76,19274.04,1,0,1539,28,0,25413,770,982.33,38,0,37787,770,982.33,0,0,0,0,4,24,6,0,7,42,6,0,3.2,3.428571429,UPW,22-07-2016
2797,1,89789I90841,584,95.412,95.412,1430.64,1430.64,1,0,7526,3,10,23052,7526,507.5,3,10,23052,7526,507.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-06-2016
2798,1,07827I82739,765,5464.38,5464.6,1648.54,2347.04,3,0,1547,2,8,3471,1735.5,18.5,2,8,3471,1735.5,18.5,0,0,0,0,2,12,6,0,2,12,6,0,149,149,UPW,11-07-2016
2799,1,89622I95204,144,2062.226,2098.34,10359.61,12031.02,18,0,2309,3,0,3849,770,270,4,11,4622,771.5,191,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,13-07-2016
2800,1,60866I82734,1178,16353.5,30054.9,16979.36,28719.5,1,0,770,10,5,9238,770,93.5,28,0,28504,771.5,60.5,0,0,0,0,9,54,6,0,21,126,6,0,3.333333333,3.19047619,UPW,13-08-2016
2801,1,43447I95204,200,4104.535,4154.65,1224.17,1521.74,10,0,1539,7,4,7703,773,12,10,4,12324,1156,17,0,0,0,0,3,18,6,0,4,24,6,0,4.5,3.666666667,UPW,13-07-2016
2802,1,45979I85330,926,13.572,13.572,82.44,82.44,2,0,773,2,13,1720,860,23.67,2,13,1720,860,23.67,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,12-06-2016
2803,1,95670I70375,651,104.85,104.85,382.5,382.5,8,0,773,9,1,6942,770,251,10,1,7715,771.5,282.5,0,0,0,0,4,24,6,0,4,24,6,0,1.666666667,1.666666667,UPW,30-06-2016
2804,0,70894I90849,299,2.113333333,2.113333333,42.68,42.68,5,0,1720,1,0,1720,1720,117,1,0,1720,1720,117,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-2016
2805,1,98826I97591,1246,3294,3465.27,1765.35,1945.35,8,0,1539,1,0,1539,1539,42.7,5,10,9623,1539,29.7,0,0,0,0,2,12,6,0,5,30,6,0,0,7.25,UPW,10-08-2016
2806,1,07613I90847,843,25289.58333,25335.5,6285.42,6998.68,3,0,4048,9,1,18115,1539,476.4,14,1,26603,1543,141.9,0,0,0,0,4,30,12,0.5,4,30,12,0.5,3.666666667,3.666666667,UPW,19-07-2016
2807,1,52616I88658,1671,21.91666667,21.91666667,1499.7,1499.7,6,0,1547,3,6,4637,1547,113.53,4,35,10451,1933.5,96.53,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
2808,1,65389I90843,292,5218.712,5234.21,1021.81,1566.55,669187.5457,0,770,5,3,4619,770,102,6,14,5389,770,88.5,0,0,0,0,3,18,6,0,3,18,6,0,3,5.333333333,UPW,14-07-2016
2809,0,99642I84453,121,2623.04,2645.6,2215.69,2379.45,4,0,1539,7,3,7700,773,-146.5,10,2,10019,773,-143.5,0,0,0,0,3,18,6,0,3,18,6,0,3,3,UPW,08-07-2016
2810,0,37359I89236,1325,0,0,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-2016
2811,1,76120I70378,697,2905,2905,1143.04,1143.04,3,0,770,1,0,770,770,264,1,0,770,770,264,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,20-08-2016
2812,1,56220I85350,257,3630.4,3638,623.22,678.96,3,0,1539,6,14,6933,1156,70.5,8,42,8645,1156,43,0,0,0,0,4,24,6,0,5,30,6,0,7.75,7.75,UPW,06-07-2016
2813,1,38950I90589,1134,27.6,27.6,635.4,635.4,1,0,7526,2,5,9073,4536.5,211.5,2,5,9073,4536.5,211.5,0,0,0,0,2,12,6,0.5,2,12,6,0.5,2.666666667,2.666666667,UPW,05-06-2016
2814,1,37831I85350,145,3300,3904.6,200.13,299.69,13,0,1539,1,0,1539,1539,3,2,22,2309,1154.5,18,19286.28166,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-08-2016
2815,1,02362I70780,256,3.1,3.1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-2016
2816,0,42978I90580,1815,572.48,575.6,943.44,1179.3,19,0,1547,1,0,1547,1547,14.67,1,0,1547,1547,14.67,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-07-2016
2817,1,53130I88698,230,5933.4,5970.8,2478.44,2793.29,3,0,770,13,0,11548,770,467,16,0,13861,770,436,0,0,0,0,3,18,6,0,3,18,6,0,1,1,UPW,15-07-2016
2818,1,92248I70783,639,7087,8940,399.39,789.22,1,0,770,1,0,770,770,406,3,11,7127,2309,82,0,0,0,0,2,12,6,0,3,18,6,0,0,15,UPW,10-08-2016
2819,1,85311I84452,1393,13.07166667,13.07166667,3570.29,3570.29,4,0,1924,2,14,3848,1924,3.63,2,14,3848,1924,3.63,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,23-06-2016
2820,1,21022I85348,224,25184.46133,25284.73,7309.69,9483.73,1,0,1539,16,1,41019,3178,582.9,21,1,50635,2309,340.9,0,0,0,0,6,36,6,0,8,48,6,0,1.166666667,1.625,UPW,22-07-2016
2821,1,09950I90586,1793,1310.48,1311.8,6728.77,8182.53,3,0,1539,1,0,1539,1539,43.4,1,0,1539,1539,43.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-07-2016
2822,1,28711I90849,828,1590,1727.12,534.34,975.34,48,0,5787,0,0,0,0,0,2,16,11574,5787,22.17,0,0,0,0,0,0,0,0,1,6,6,0,0,0,UPW,06-08-2016
2823,1,90240I90840,893,19287.734,19839.43,1095.58,-3327.14,4,0,1539,2,2,3078,1539,7.9,3,79,4625,1539,0.4,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,16-07-2016
2824,1,66772I82734,429,19.842,19.842,90,90,5,0,770,2,6,2309,1154.5,16.5,3,46,3256,947,16,0,0,0,0,2,12,6,0,2,12,6,0,9.5,9.5,UPW,18-06-2016
2825,1,74804I85320,599,5794.618,5838.06,620.07,784.5,9,0,1924,4,11,5003,1154.5,25.5,11,1,10408,773,16.5,51980.53032,0,0,0,3,18,6,0,7,42,6,0,6.666666667,6.285714286,UPW,21-07-2016
2826,1,55698I89239,2114,15680,15730.8,7299.79,7406.89,1,0,4048,4,5,25835,6893.5,607.7,6,18,41835,8000,607.7,0,0,0,0,2,18,12,0,2,18,12,0,1,1,UPW,30-07-2016
2827,1,40881I89238,108,96.616,96.616,674.83,674.83,48,0,11327,0,0,0,0,0,1,0,11327,11327,43,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,13-06-2016
2828,1,13681I90580,892,11.84,11.84,112.68,112.68,39,0,7560,0,0,0,0,0,1,0,7560,7560,185.02,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-2016
2829,1,72791I88689,759,4133.966667,4137,8824.89,10612.52,5,0,1539,3,19,3851,1539,8,3,19,3851,1539,8,0,0,0,0,3,18,6,0,3,18,6,0,26.33333333,26.33333333,UPW,13-07-2016
2830,1,31663I88659,290,1203.024,1216.36,1691.82,1879.8,4,0,2309,4,12,9435,1924,23.33,4,12,9435,1924,23.33,0,0,0,0,4,24,6,0,5,30,6,0,6.666666667,5.75,UPW,03-07-2016
2831,0,80056I85340,893,2.46,2.46,0,0,25,0,1933,1,0,1933,1933,332.7,1,0,1933,1933,332.7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,20-06-2016
2832,1,90874I82737,463,15421.61667,15464.7,14877.29,15763.29,6,0,8000,5,7,16665,1539,516.9,8,11,22929,1543,527.4,0,0,0,0,3,30,12,0,4,36,12,0,1.5,2.333333333,UPW,25-07-2016
2833,1,42485I70379,549,1.5,1.5,5.91,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-2016
2834,0,11413I90845,128,2.666666667,2.666666667,322.8,322.8,7,0,773,1,0,773,773,53,1,0,773,773,53,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
2835,0,76157I85348,165,7.8,7.8,612.6,612.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
2836,1,51229I84450,1649,737.2633333,749.15,610.48,704.4,29,0,8000,1,0,8000,8000,81,2,9,9547,4773.5,42.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-07-2016
2837,1,65815I88690,1149,9006,16509.76,900.85,3136.73,5,0,770,9,2,7699,770,5.1,19,2,22930,770,7.1,0,0,0,0,3,18,6,0,8,48,6,0,1.666666667,2,UPW,15-08-2016
2838,0,15566I84456,76,67,67,20205.05,20664.69,70,0,3193,0,0,0,0,0,1,0,3193,3193,350,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-07-2016
2839,1,90964I82731,1371,867.1333333,880.7,216.56,276.56,1,0,773,3,9,3082,773,97.6,3,9,3082,773,97.6,0,0,0,0,3,18,6,0,4,24,6,0,6.333333333,6.333333333,UPW,10-07-2016
2840,1,82297I85329,765,10492.715,10526.43,3063.45,3842.25,6,0,4917,4,10,10320,1928,24.75,5,11,20320,2309,24.25,0,0,0,0,5,36,12,0,5,36,12,0,4.5,7.2,UPW,15-07-2016
2841,1,58415I88698,733,4355.074667,4370.89,804.24,1333.72,3,0,770,4,9,3083,770,52.4,7,9,5402,773,22.4,0,0,0,0,5,30,6,0,5,30,6,0,6.5,6.5,UPW,14-07-2016
2842,1,25366I70374,118,117.171,117.171,1484.19,1484.19,2,0,773,11,3,10971,773,61,13,3,15811,773,49,0,0,0,0,8,48,6,0,8,48,6,0,5.5,5.5,UPW,27-06-2016
2843,0,79906I70376,612,6.066666667,6.066666667,25.22,25.22,11,0,773,1,0,773,773,35.2,1,0,773,773,35.2,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-06-2016
2844,1,57544I90849,778,27.188,27.188,850.36,850.36,1,0,773,3,5,3085,773,82.58,3,5,3085,773,82.58,0,0,0,0,2,12,6,0,2,12,6,0,18,18,UPW,28-06-2016
2845,0,85882I70373,160,5600.433333,5601,834.17,834.17,8,0,4048,2,4,4818,2409,57,2,4,4818,2409,57,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,17-07-2016
2846,0,71918I90841,139,0,0,310.59,310.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-06-2016
2847,1,45046I90846,147,4410.642,4505.09,671.02,980.46,4,0,1539,7,4,10005,1539,100,10,4,20429,1539,117.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,16-07-2016
2848,1,61389I90849,238,99.222,99.222,746.82,746.82,1,0,4048,3,3,9635,4048,770244.0151,3,3,9635,4048,194.6,0,0,0,0,2,12,6,0,2,12,6,0,7.666666667,7.666666667,UPW,09-06-2016
2849,1,57082I70377,158,5417.412,5424.87,1333.09,1392.59,1,0,5787,6,2,18701,2793.5,48,6,2,18701,2793.5,48,0,0,0,0,2,12,6,0,2,12,6,0,2.5,2.5,UPW,02-07-2016
2850,0,80533I90840,697,12056.19167,12065.23,445.96,475.16,2,0,5787,1,0,5787,5787,14,2,0,11574,5787,14,0,0,0,0,2,12,6,0,2,12,6,0,0,9,UPW,05-07-2016
2851,1,59939I95204,101,31.185,31.185,-117.15,-117.15,2,0,773,3,7,2319,773,0,3,7,2319,773,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
2852,0,14716I70789,195,0.166666667,0.166666667,147.85,147.85,8,0,947,1,0,947,947,9,1,0,947,947,9,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
2853,1,48101I70377,248,4713,4734.89,1500.39,1500.39,2,0,1539,3,21,4617,1539,6,3,21,4617,1539,6,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,30-07-2016
2854,1,44268I85330,1106,16774.488,16855.58,3491.84,3600.96,1,0,2309,3,6,7896,2309,0.9,7,6,13460,1539,4.9,0,0,0,0,4,24,6,0,7,42,6,0,5.333333333,5,UPW,22-07-2016
2855,1,52485I85339,321,9.106666667,9.106666667,30,30,7,0,1539,1,0,1539,1539,28,1,0,1539,1539,28,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,10-06-2016
2856,1,50352I85320,337,132.7993333,132.7993333,1612.38,1612.38,1,0,770,13,1,13871,770,14.5,13,1,13871,770,14.5,0,0,0,0,4,24,6,0,4,24,6,0,2.666666667,2.666666667,UPW,22-06-2016
2857,1,85284I70786,451,67.78666667,67.78666667,490.4,490.4,1,0,2309,3,13,6165,2309,23.33,3,13,6165,2309,23.33,0,0,0,0,4,24,6,0,4,24,6,0,2.5,2.5,UPW,16-06-2016
2858,1,69370I90581,147,2885.712,2891.89,389.57,412.79,3,0,773,5,2,4631,773,23.4,7,2,6351,773,23.4,0,0,0,0,5,30,6,0,6,36,6,0,7,8.166666667,UPW,06-07-2016
2859,1,43044I84458,213,8255.163333,8293.3,2770.73,3172.78,1,0,770,12,2,10778,770,44,16,2,16173,770,21,0,0,0,0,10,60,6,0,14,84,6,0,2.9,2.615384615,UPW,17-07-2016
2860,0,83606I93582,1288,9447.41,9578.23,3041.77,3851.37,1,0,770,11,1,10011,770,15.9,22,2,20968,770,11.4,0,0,0,0,12,72,6,0,21,126,6,0,3.272727273,3.05,UPW,20-07-2016
2861,1,04015I90842,429,2060,2099.52,9932.25,12973.05,24,0,773,2,0,1546,773,55.5,3,29,4724,773,92,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,30-07-2016
2862,1,20515I84456,1276,8.798,8.798,160.74,160.74,1,0,1539,2,1,3078,1539,19.6,2,1,3078,1539,19.6,0,0,0,0,2,12,6,0.5,2,12,6,0.5,3.5,3.5,UPW,06-06-2016
2863,1,35967I70375,695,5792.386,5808.82,5705.84,6232.96,1,0,2309,5,1,14456,2309,15.8,5,1,14456,2309,15.8,0,0,0,0,4,24,6,0,4,24,6,0,6.8,6.8,UPW,11-07-2016
2864,1,02709I88690,1590,3.314,3.314,219.91,219.91,36,0,773,0,0,0,0,0,3,0,6486,773,13364.55,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
2865,1,74699I70786,477,96.39,96.39,606.42,606.42,1,0,3178,5,7,10381,1539,23,5,7,10381,1539,23,0,0,0,0,4,24,6,0,4,24,6,0,4.25,4.25,UPW,27-06-2016
2866,1,37990I70786,545,17833,20292,0,4995.74,31,0,10000,0,0,0,0,0,3,0,25052,7526,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPW,05-08-2016
2867,1,80629I90846,330,31.74233333,31.74233333,493.68,493.68,1,0,2309,4,7,6338,1628,189.5,5,34,7285,947,351,0,0,0,0,3,18,6,0,3,18,6,0,1.666666667,1.666666667,UPW,11-06-2016
2868,1,64002I90849,111,31431.81667,31445.45,4560.24,5599.24,1,0,2309,9,0,24259,2309,22,12,0,28119,2309,21,0,0,0,0,7,60,12,0,7,60,12,0,1.571428571,1.571428571,UPW,20-07-2016
2869,1,13025I84452,1132,4996.826,5031.42,461.63,838.16,9,0,3178,2,15,5102,2551,5.4,3,14,7026,1924,5.4,0,0,0,0,3,18,6,1,3,18,6,1,8,34,UPW,21-07-2016
2870,1,26213I90588,140,966.8,974,1415.19,2021.7,17,0,770,3,0,2310,770,235,4,59,3083,770,165,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-2016
2871,1,35029I95203,255,1120.992,1126.24,84,105,10,0,770,2,4,2694,1347,69,2,4,2694,1347,69,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-07-2016
2872,1,64331I95207,90,4637.318667,4669.12,1524.62,2164.67,2,0,1539,5,4,7695,1539,12,8,4,13090,1539,14.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-07-2016
2873,1,99922I70789,292,3968,4697.7,200.13,1224.66,6,0,1539,1,0,1539,1539,21,4,5,12617,1539,36,0,0,0,0,2,12,6,0,4,24,6,0,0,13,UPW,01-08-2016
2874,1,83308I90848,153,20119.388,20163.24,2621.43,3379.72,1,0,5787,5,9,20240,4048,9,8,0,25834,3178.5,38,0,0,0,0,5,54,12,0,6,60,12,0,3.2,4.166666667,UPW,19-07-2016
2875,1,80208I82739,1862,12560,13757.63,17691.57,20990.37,1,0,3178,2,12,11178,5589,233.61,5,14,25554,4067,466.61,0,0,0,0,1,6,6,0,2,12,6,0,1,1,UPW,07-08-2016
2876,1,38576I70375,250,15950,21445,1995.27,3052.9,1,0,2309,11,0,13856,770,52,25,0,36016,770,61,0,0,0,0,2,24,12,0,2,24,12,0,2,2,UPW,15-08-2016
2877,1,11321I90587,1254,418.441,451.63,2158.82,3041.36,1,0,770,8,3,11549,1156,49.2,10,3,13095,773,16.7,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,09-07-2016
2878,1,39110I95205,113,11845,13705.77,899.07,1875.3,2,0,770,6,3,6927,1154.5,4,11,8,13861,1539,19,0,0,0,0,5,36,12,0,5,36,12,0,3.5,3.5,UPW,12-08-2016
2879,0,12210I82739,330,3.85,3.85,13.58,13.58,2,0,773,5,1,4039,773,91.67,5,1,4039,773,91.67,0,0,0,0,2,12,6,0,2,12,6,0,4,4,UPW,07-06-2016
2880,1,85948I70785,479,53.472,53.472,1515.06,1515.06,1,0,770,3,634172.342,3256,947,9.6,3,9,3256,947,9.6,0,0,0,0,3,18,6,0,3,18,6,0,8,8,UPW,18-06-2016
2881,1,36962I84455,202,4927,4927,1914.69,1914.69,9,0,770,1,0,770,770,36,1,0,770,770,36,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-08-2016
2882,0,76390I70787,410,500,500,3485.23,3982.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-07-2016
2883,1,36260I89230,124,43.33333333,43.33333333,130.01,190.91,2,27,770,1,0,770,770,11,1,0,770,770,11,1,0,1,0,2,12,6,0,2,12,6,0,0,0,UPW,23-07-2016
2884,1,47319I84453,1334,5894.5,5894.5,2304.18,2304.18,1,0,10000,2,1,14048,7024,502.22,2,1,14048,7024,502.22,0,0,0,0,1,12,12,0,1,12,12,0,2,2,UPW,19-08-2016
2885,1,65626I74172,217,1836,3538.05,8521.74,8208.84,43,0,8000,0,0,0,0,0,3,4,16333,7560,54,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-08-2016
2886,1,52668I70782,178,3274,3335,11355.99,12294.99,1,0,11874,2,17,12644,6322,254.65,4,31,21417,4386.5,12.5,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,03-08-2016
2887,0,37116I90589,469,0,0,52.2,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
2888,1,06108I91190,345,7308.044,7326.74,1208.2,1685.8,2,0,770,7,2,6173,770,20,11,2,8662,770,21,0,0,0,0,7,42,6,0,9,54,6,0,5,7.444444444,UPW,12-07-2016
2889,1,71600I70370,352,18885.67733,18996.52,5136.79,5792.97,12,0,11874,1,0,11874,11874,52.6,3,48,35675,11874,84.6,0,0,0,0,2,24,12,0,3,30,12,0,0,2.333333333,UPW,14-07-2016
2890,1,78031I90841,671,164.0626667,164.0626667,1649.52,1649.52,2,0,1547,11,2,14647,1539,13.3,16,3,18260,1539,15.3,0,0,0,0,10,60,6,0,11,66,6,0,2.9,2.909090909,UPW,29-06-2016
2891,0,50404I89231,497,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-06-2016
2892,0,73935I88648,90,1080,1080,0,0,69,0,2320,0,0,0,0,0,1,0,2320,2320,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-07-2016
2893,1,79470I89234,1336,24140,27392.66,2213.65,3905.65,3,0,1539,6,14,13482,1539,21.8,12,3,26192,1731.5,28.3,0,0,0,0,6,36,6,0,12,72,6,0,3.833333333,3.916666667,UPW,01-08-2016
2894,1,28869I90583,818,1.758,1.758,141.48,141.48,38,0,773,0,0,0,0,0,2,0,946,473,9.43,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-2016
2895,1,51846I84452,102,29.13333333,29.13333333,449.54,449.54,8,0,1539,2,16,3086,1543,46.5,3,34,4633,1547,20,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-06-2016
2896,0,95284I82731,1161,126.7066667,126.7066667,7432.88,7432.88,1,0,1539,7,1,15401,773,60,7,1,15401,773,60,0,0,0,0,4,24,6,0,4,24,6,0,5,5,UPW,26-06-2016
2897,1,77159I88650,1097,73.296,73.296,264,264,2,0,1539,4,2,6156,1539,52.87,4,2,6156,1539,52.87,0,0,0,0,5,30,6,0,5,30,6,0,4.75,4.75,UPW,24-06-2016
2898,1,75373I70377,645,491.7733333,491.7733333,54.88,54.88,1,0,4048,5,5,43718,11874,30.73,6,5,51278,9717,34.73,0,0,0,0,4,36,12,0,4,36,12,0,1.333333333,1.333333333,UPW,28-06-2016
2899,0,01421I90585,93,519.6733333,522.7,78,90,14,0,770,3,7,2310,770,23,3,7,2310,770,23,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,04-07-2016
2900,0,32295I88649,619,3.8,3.8,1682.55,1682.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
2901,1,96053I89238,698,38.31966667,38.31966667,143.39,143.39,1,0,1539,5,6,7703,1539,19.5,5,6,7703,1539,19.5,81910.76238,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-06-2016
2902,1,74314I88659,352,106.568,106.568,622.65,622.65,15,0,5787,3,5,12155,4048,76,3,5,12155,4048,76,0,0,0,0,2,12,6,0,2,12,6,0,2.5,2.5,UPW,21-06-2016
2903,0,77789I90582,1131,2540,2540,6670.63,7966.33,2,0,1547,1,0,1547,1547,7.6,2,0,3094,1547,7.6,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-2016
2904,1,98110I90843,303,4963,5015,606.36,702.36,4,0,773,6,1,4635,773,58.5,11,1,13127,773,91,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,24-07-2016
