aon,daily_decr30,daily_decr90,rental30,rental90,cnt_loans30,amnt_loans30,maxamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,payback30,payback90,Year,Month,Day
1596.0,3454.460667,3471.34,3932.6,4637.15,7,42,6.0,9.0,54,6,2.625,2.777777778,2016,7,7
555.0,12459.38,12474.85,617.14,1377.12,3,18,6.0,5.0,30,6,11.33333333,9.25,2016,7,26
349.0,29.285,29.285,495.3,495.3,2,12,6.0,2.0,12,6,9.0,9.0,2016,6,15
415.0,12000.0,13042.68,8508.67,12589.57,6,36,6.0,11.0,66,6,3.714285714,5.75,2016,5,8
153.0,11.33333333,11.33333333,291.6,291.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,6
445.0,65.1,65.1,252.0,252.0,3,18,6.0,3.0,18,6,6.333333333,6.333333333,2016,6,21
1224.0,173.238,173.238,998.14,998.14,5,30,6.0,5.0,30,6,5.0,5.0,2016,6,26
699.0,7401.790667,7437.64,1707.15,1890.06,6,36,6.0,7.0,42,6,3.6,3.166666667,2016,7,7
155.0,702.1333333,708.0,1051.32,1551.16,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,22
740.0,2617.056667,2636.35,420.57,500.73,2,12,6.0,2.0,12,6,0.0,0.0,2016,8,7
1528.0,4423.673333,4473.02,6751.77,7750.97,1,6,6.0,3.0,18,6,0.0,9.0,2016,7,20
130.0,0.0,0.0,584.16,584.16,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,24
1857.0,4056.725,4068.07,558.88,630.63,5,30,6.0,6.0,36,6,3.6,3.833333333,2016,5,7
557.0,15381.94733,15463.03,6359.38,7577.3,8,48,6.0,14.0,84,6,3.375,2.928571429,2016,7,16
1761.0,101.239,101.239,-217.79,-217.79,3,18,6.0,3.0,18,6,5.333333333,5.333333333,2016,6,29
206.0,1642.456,1653.07,266.12,307.76,5,30,6.0,5.0,30,6,5.25,6.4,2016,6,7
886.0,1829.941667,1835.93,634.31,741.26,3,18,6.0,3.0,18,6,7.5,23.0,2016,5,7
176.0,6084.0,7986.36,1230.0,4136.57,1,6,6.0,4.0,24,6,0.0,3.5,2016,5,8
471.0,6150.0,6653.26,0.0,90.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,8
89.0,2547.2,2568.0,1383.11,1526.06,6,36,6.0,6.0,36,6,2.4,2.4,2016,3,7
1998.0,22392.0,23899.65,5280.92,6417.83,3,18,6.0,6.0,36,6,6.0,5.0,2016,5,8
1756.0,78.12,78.12,295.6,295.6,7,42,6.0,7.0,42,6,3.166666667,3.166666667,2016,6,20
768.0,16.266,16.266,2856.6,2856.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
1267.0,26.222,26.222,57.89,57.89,2,12,6.0,2.0,12,6,4.0,4.0,2016,7,6
2025.0,1901.92,1907.2,15342.78,19957.5,1,12,12.0,1.0,12,12,0.0,0.0,2016,7,22
1229.0,23460.0,23642.87,13382.7,27286.5,5,54,12.0,7.0,66,12,3.75,4.5,2016,7,30
139.0,1144.666667,1145.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,2,7
145.0,13409.80133,13681.51,7751.15,7308.11,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,26
1314.0,292.3106667,292.3106667,5793.76,5793.76,2,18,12.0,2.0,18,12,0.0,0.0,2016,6,28
821.0,38.344,38.344,257.88,257.88,2,12,6.0,2.0,12,6,2.666666667,2.666666667,2016,12,6
313.0,26.43,26.43,622.98,622.98,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
951.0,1888.532667,1914.94,2066.15,2373.08,2,12,6.0,3.0,18,6,0.0,6.5,2016,7,13
205.0,17967.0,21970.25,3894.84,5174.17,3,18,6.0,9.0,54,6,1.666666667,1.888888889,2016,6,8
156.0,4058.927333,4061.07,2542.8,2750.08,3,18,6.0,3.0,18,6,5.333333333,5.333333333,2016,4,7
1056.0,17.36666667,17.36666667,228.0,228.0,2,12,6.0,2.0,12,6,10.0,10.0,2016,4,6
816.0,6809.234,6980.51,8287.56,10390.08,4,24,6.0,7.0,42,6,7.0,4.333333333,2016,7,28
1445.0,35.01333333,35.01333333,435.8,435.8,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,20
1307.0,20.541,20.541,197.37,197.37,3,18,6.0,3.0,18,6,3.333333333,3.333333333,2016,9,6
478.0,61087.968,61213.52,11222.18,12593.62,6,36,6.0,14.0,84,6,3.666666667,3.307692308,2016,7,28
735.0,0.0,0.0,2629.8,2629.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,27
1401.0,16839.0,18239.98,4835.04,4064.34,3,24,12.0,2823.025309,42,12,1.5,4.833333333,2016,8,8
2205.0,13151.0,19037.62,798.06,2852.94,2,12,6.0,6.0,36,6,3.5,4.5,2016,5,8
473.0,0.0,0.0,1434.8,1434.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,6
419.0,1.69,1.69,79.02,79.02,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
433.0,45.36,45.36,4221.9,4221.9,5,30,6.0,5.0,30,6,7.4,7.4,2016,6,30
1310.0,114.344,114.344,1219.92,1219.92,5,30,6.0,5.0,30,6,1.5,1.5,2016,6,24
112.0,3996.066,4024.22,2079.67,2348.47,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,21
306.0,1816.392,1822.76,985.66,1137.3,3,18,6.0,3.0,18,6,3.5,3.5,2016,4,7
323.0,8.27,8.27,158.4,158.4,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
1545.0,8970.0,11056.94,4548.22,6632.02,5,30,6.0,6.0,36,6,5.4,5.4,2016,8,8
1874.0,25.34,25.34,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,30
1227.0,4.644,4.644,17.82,17.82,2,12,6.0,2.0,12,6,0.0,0.0,2016,3,6
1423.0,25.70933333,25.70933333,263.68,263.68,5,30,6.0,5.0,30,6,2.75,2.75,2016,8,6
956.0,77.08933333,77.08933333,352.26,352.26,2,12,6.0,2.0,12,6,7.5,7.5,2016,6,19
948.0,1700.0,1700.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,18
461.0,44.87166667,44.87166667,627.76,627.76,5,30,6.0,5.0,30,6,4.25,4.25,2016,6,19
308.0,22.524,22.524,203.46,203.46,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
350.0,1074.298,1076.86,290.0,300.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,7
1235.0,5882.0,5882.0,5621.58,5712.02,1,6,6.0,1.0,6,6,43.5,43.5,2016,4,7
580.0,15.87166667,15.87166667,-52.15,-52.15,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,6
367.0,6227.0,6227.0,500.39,500.39,2,24,12.0,2.0,24,12,2.0,2.0,2016,8,20
180.0,5301.0,8092.31,4001.64,4865.31,2,12,6.0,4.0,24,6,1.5,3.25,2016,8,15
642.0,0.0,0.0,765.28,765.28,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,6
316.0,24542.31,24708.62,4935.36,4835.76,2,24,12.0,2.0,24,12,1.5,1.5,2016,7,15
112.0,1380.0,1380.0,1316.95,1316.95,2,12,6.0,2.0,12,6,0.0,0.0,2016,8,18
299.0,1300.0,1300.0,7761.24,9443.48,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,14
130.0,5091.106667,5141.32,12846.96,14462.96,3,18,6.0,5.0,30,6,9.666666667,7.5,2016,7,20
823.0,866.525,875.83,3221.75,3866.1,2,12,6.0,2.0,12,6,0.0,0.0,2016,5,7
1057.0,4611.16,4625.24,3887.76,3935.86,4,24,6.0,5.0,30,6,5.333333333,6.25,2016,10,7
502.0,325.0,325.0,99.56,99.56,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,17
1583.0,18.61333333,18.61333333,532.16,532.16,2,12,6.0,2.0,12,6,0.0,0.0,2016,8,6
426.0,19933.0,25527.22,4890.17,6276.82,0,0,0.0,5.0,30,6,0.0,1.2,2016,6,8
66.0,8.154,8.154,534.69,534.69,2,12,6.0,2.0,12,6,0.0,0.0,2016,9,6
2070.0,190.1986667,190.1986667,486.72,486.72,6,36,6.0,6.0,36,6,1.428571429,1.428571429,2016,6,13
713.0,16402.0,26088.05,2956.52,6031.94,1,6,6.0,4.0,24,6,0.0,5.333333333,2016,11,8
1458.0,4802.522667,4855.44,2129.37,2672.81,3,18,6.0,4.0,24,6,2.0,2.0,2016,8,7
1306.0,10.246,10.246,250.68,250.68,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,6
137.0,2267.0,2505.94,1965.27,2268.87,1,6,6.0,2.0,12,6,0.0,4.0,2016,3,8
2073.0,3087.064,3115.08,4758.29,4773.95,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,7
1160.0,1394.269,1401.41,81.0,90.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,7
433.0,40.106,40.106,520.3,520.3,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
1655.0,4869.507,4910.11,270.76,220.79,4,24,6.0,5.0,30,6,4.0,4.6,2016,7,19
567.0,1161.493333,1164.2,638.58,660.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,7
829.0,14.18666667,14.18666667,177.8,177.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,28
120.0,26627.0,34649.1,5186.96,6797.02,2,24,12.0,2.0,24,12,0.0,0.0,2016,4,8
441.0,15589.0,16597.35,3059.63,4669.76,6,36,6.0,8.0,48,6,2.8,6.0,2016,1,8
290.0,19.5,19.5,319.5,319.5,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
147.0,3450.0,3450.0,3355.78,3355.78,2,12,6.0,3.0,18,6,24.5,24.5,2016,7,22
268.0,11300.6,11301.0,6268.62,6424.62,1,6,6.0,1.0,6,6,0.0,0.0,2016,12,7
807.0,7017.0,7055.43,5052.55,5724.29,3,18,6.0,7.0,42,6,12.0,9.857142857,2016,11,8
223.0,0.85,0.85,185.52,185.52,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,6
181.0,12455.97667,12481.93,1105.92,1305.32,7,42,6.0,7.0,42,6,2.666666667,2.666666667,2016,7,20
156.0,1308.0,1324.0,660.13,980.13,2,12,6.0,3.0,18,6,0.0,10.0,2016,7,20
1440.0,12272.88133,12321.04,2722.17,3078.42,5,30,6.0,7.0,42,6,6.0,6.166666667,2016,7,19
986.0,8.889333333,8.889333333,-6.78,-6.78,1,6,6.0,1.0,6,6,0.0,0.0,2016,2,6
1608.0,4454.728667,4478.51,10152.21,11418.69,1,12,12.0,1.0,12,12,0.0,0.0,2016,8,7
93.0,18685.544,18711.79,3643.42,3987.72,1,12,12.0,1.0,12,12,0.0,0.0,2016,7,22
319.0,24360.85067,24512.76,2047.24,1491.16,1,12,12.0,2.0,18,12,0.0,0.0,2016,7,28
174.0,23759.189,23785.59,1317.74,1996.21,2,24,12.0,2.0,24,12,0.0,0.0,2016,7,17
73.0,50.50833333,50.50833333,665.05,665.05,3,18,6.0,3.0,18,6,1.333333333,1.333333333,2016,5,6
836.0,24952.83667,25041.9,6095.94,6592.48,7,42,6.0,8.0,48,6,2.714285714,5.666666667,2016,11,7
625.0,6800.15,6838.5,405.06,485.53,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,13
1268.0,8524.231333,8559.94,3024.91,3626.95,2,12,6.0,4.0,24,6,6.5,5.666666667,2016,7,29
-35.0,11.2,11.2,101.64,101.64,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,14
357.0,7810.754667,7840.29,715.49,824.97,8,48,6.0,12.0,72,6,3.75,3.363636364,2016,7,14
1391.0,207.5333333,207.5333333,359.25,359.25,5,30,6.0,5.0,30,6,2.5,2.5,2016,6,25
501.0,20240.0,24937.28,1504.48,3325.43,3,36,12.0,9.0,72,12,5.0,2.375,2016,2,8
89.0,161.64,161.64,5104.5,5104.5,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,30
803.0,41.209,41.209,940.17,940.17,3,18,6.0,3.0,18,6,2.5,2.5,2016,6,21
142.0,15.04166667,15.04166667,3691.51,3691.51,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,19
103.0,5419.442,5429.06,5323.61,6720.14,6,48,12.0,6.0,48,12,4.6,4.6,2016,9,7
111.0,1820.0,2221.4,1068.68,1520.18,0,0,0.0,0.0,0,0,0.0,0.0,2016,5,8
820.0,248.5456667,248.5456667,1452.68,1452.68,2,12,6.0,2.0,12,6,1.0,1.0,2016,6,23
106.0,2126.866667,2131.0,7290.92,7911.8,2,12,6.0,2.0,12,6,2.0,2.0,2016,4,7
570.0,316.0,330.0,163.56,219.56,2,12,6.0,3.0,18,6,16.5,30.66666667,2016,7,14
149.0,400.3066667,400.4,99.56,99.56,1,6,6.0,2.0,12,6,0.0,0.0,2016,7,7
603.0,2283.485,2349.95,3039.92,4999.43,2,12,6.0,3.0,18,6,0.0,11.0,2016,7,21
1504.0,3556.835,3584.67,1116.22,1402.42,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,15
986.0,62.14266667,62.14266667,923.56,923.56,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
213.0,0.266666667,0.266666667,556.8,556.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,16
593.0,2.331,2.331,37.71,37.71,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,6
1160.0,40.55666667,40.55666667,160.0,160.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,6
1342.0,20138.0,26318.4,4891.48,8022.05,3,36,12.0,8.0,66,12,4.0,5.9,2016,8,13
859720.215,147.94,147.94,1435.46,1435.46,6,36,6.0,6.0,36,6,4.5,4.5,2016,6,13
623.0,2302.8,2307.0,210.76,228.22,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,18
276.0,16419.19833,16497.35,241.27,196.29,2,18,12.0,3.0,24,12,0.0,2.0,2016,7,13
1331.0,1701.275,1715.73,577.63,653.13,6,36,6.0,7.0,42,6,3.0,3.0,2016,5,7
1239.0,1364.983333,1365.5,1366.89,1403.69,3,18,6.0,4.0,24,6,8.25,8.4,2016,1,7
137.0,3255.293333,3278.1,3244.2,5321.0,1,6,6.0,2.0,12,6,0.0,0.0,2016,7,22
525.0,2927.45,2930.5,2081.28,2268.06,2,12,6.0,3.0,18,6,9.333333333,9.333333333,2016,3,7
802.0,16.0,16.0,1021.76,1021.76,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,16
1187.0,5950.0,7150.0,698.95,968.95,1,6,6.0,2.0,12,6,0.0,0.0,2016,3,8
658.0,11850.0,11874.5,4731.37,5056.07,5,36,12.0,6.0,42,12,6.2,5.5,2016,10,7
1300.0,10395.0,11554.66,3301.18,4619.64,4,24,6.0,12.0,72,6,7.0,4.636363636,2016,4,8
245.0,5784.0,5944.45,699.96,1777.26,0,0,0.0,0.0,0,0,0.0,0.0,2016,9,8
194.0,310.1333333,315.2,1616.96,2375.66,2,12,6.0,2.0,12,6,22.0,22.0,2016,10,7
206.0,61.06,61.06,181.8,181.8,2,12,6.0,2.0,12,6,2.0,2.0,2016,6,6
388.0,3492.156,3562.08,2817.16,2479.93,6,36,6.0,6.0,36,6,5.0,6.666666667,2016,9,7
486.0,34.81333333,34.81333333,82.46,82.46,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,14
819.0,1078.0,1078.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,18
310.0,115.99,115.99,3084.48,3084.48,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,21
430.0,3452.52,3453.15,11723.0,12886.58,2,18,12.0,4.0,30,12,17.0,11.66666667,2016,6,7
145.0,63.22666667,63.22666667,605.7,605.7,2,12,6.0,2.0,12,6,3.0,3.0,2016,10,6
2114.0,15680.0,15730.8,7299.79,7406.89,2,18,12.0,2.0,18,12,1.0,1.0,2016,7,30
854.0,0.0,0.0,1121.7,1121.7,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,6
515.0,7633.083333,7702.5,1339.34,2306.98,8,48,6.0,10.0,60,6,3.285714286,4.0,2016,7,17
1238.0,11641.31467,11757.72,10168.1,10875.1,5,30,6.0,9.0,54,6,3.5,2.625,2016,7,28
81.0,8.82,8.82,1982.07,1982.07,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,27
680.0,17973.48,18022.2,1626.81,3452.13,9,60,12.0,15.0,96,12,3.333333333,3.857142857,2016,7,28
125.0,3.1,3.1,11.64,11.64,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
179.0,121.7083333,121.7083333,439.53,439.53,4,24,6.0,4.0,24,6,2.333333333,2.333333333,2016,6,23
408.0,2181.588,2211.62,79.1,71.66,5,30,6.0,8.0,48,6,3.4,3.571428571,2016,8,7
1717.0,2580.0,5107.8,27835.69,30069.14,0,0,0.0,2.0,12,6,0.0,3.0,2016,5,8
791.0,53866.0,93468.11,19556.48,31716.57,3,18,6.0,4.0,24,6,2.0,3.333333333,2016,8,15
967.0,13807.03333,13808.0,2374.7,2751.7,7,42,6.0,7.0,42,6,2.333333333,2.333333333,2016,7,29
327.0,389.0833333,389.0833333,2552.58,2552.58,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,29
1107.0,67.6,67.6,208.0,208.0,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,26
831.0,11268.44,11325.8,2332.39,2495.89,3,18,6.0,3.0,18,6,1.0,1.0,2016,6,7
611.0,862.0,862.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,17
480.0,80.19266667,80.19266667,-57.59,-57.59,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,13
210.0,2696.512667,2734.471333,679.63,1238.37,3,18,6.0,4.0,24,6,2.0,2.0,2016,7,23
1587.0,3374.881333,3392.76,3752.81,3838.94,3,18,6.0,4.0,24,6,5.333333333,4.8,2016,11,7
882.0,12063.0,15245.33,10509.68,16904.55,6,36,6.0,18.0,108,6,3.166666667,3.277777778,2016,9,8
1413.0,10841.78,10844.9,3591.43,3591.43,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,24
822.0,803.976,812.28,609.44,703.2,1,6,6.0,1.0,6,6,0.0,0.0,2016,4,7
2021.0,33180.085,33460.51,16443.42,18334.42,4,42,12.0,6.0,54,12,1.25,1.333333333,2016,7,25
164.0,20.424,20.424,580.52,580.52,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,23
74.0,468.0713333,475.66,3795.67,3919.93,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,7
384.0,47.38666667,47.38666667,2435.8,2435.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,20
239.0,17.082,17.082,53.46,53.46,3,18,6.0,3.0,18,6,8.0,8.0,2016,6,18
125.0,12.69333333,13.6,150.64,161.4,1,6,6.0,1.0,6,6,0.0,0.0,2016,2,7
467.0,22688.192,22716.32,2990.07,4116.87,6,36,6.0,7.0,42,6,3.4,3.166666667,2016,12,7
771.0,20668.0,23011.16,1780.08,2418.66,14,90,12.0,25.0,156,12,2.153846154,2.125,2016,4,8
822.0,17.58933333,17.58933333,68.0,68.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,17
588994.4336,6257.333333,6294.0,354.78,635.28,5,30,6.0,7.0,42,6,5.0,10.71428571,2016,7,25
995.0,36025.171,36074.57,1306.83,1087.8,5,42,12.0,5.0,42,12,2.0,2.0,2016,7,21
197.0,2755.333333,2766.0,1032.57,1628.77,2,12,6.0,3.0,18,6,15.5,15.5,2016,7,20
130.0,3594.0,3594.0,299.69,299.69,2,12,6.0,2.0,12,6,1.5,1.5,2016,8,19
344.0,1447.0,1447.0,634.91,634.91,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,19
1342.0,3573.424,3602.78,5533.27,5766.49,3,18,6.0,3.0,18,6,2.333333333,2.333333333,2016,6,7
668.0,8104.986667,8124.4,707.95,759.95,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,26
202.0,4927.0,4927.0,1914.69,1914.69,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,13
256.0,11.36,11.36,745.56,745.56,1,6,6.0,1.0,6,6,0.0,0.0,2016,12,6
777.0,78.344,78.344,3831.6,3831.6,2,12,6.0,2.0,12,6,1.5,1.5,2016,6,24
384.0,85.48333333,85.48333333,207.0,207.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,23
958.0,2660.637,2702.91,949.83,1185.36,1,6,6.0,1.0,6,6,0.0,1.5,2016,9,7
113.0,258.735,258.735,607.2,607.2,7,42,6.0,7.0,42,6,1.5,1.5,2016,6,15
898.0,12947.38233,13032.41367,16583.91,19431.37,10,102,12.0,12.0,114,12,2.7,2.636363636,2016,7,23
393.0,9171.0,11140.64,4088.22,4393.58,4,24,6.0,9.0,54,6,5.75,5.125,2016,12,8
704.0,7510.0,7510.0,1599.53,1599.53,1,12,12.0,1.0,12,12,0.0,0.0,2016,8,20
278.0,13340.0,13340.0,12623.95,12623.95,2,12,6.0,2.0,12,6,49.5,49.5,2016,7,25
549.0,-0.481666667,-0.481666667,1153.11,1153.11,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,17
97.0,41.142,41.142,144.0,144.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
529.0,2932.512,2941.68,221.94,246.6,1,12,12.0,1.0,12,12,0.0,0.0,2016,3,7
589.0,2.425,2.425,52.31,52.31,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,6
1259.0,9736.562667,9772.08,1038.52,1797.0,4,30,12.0,4.0,30,12,3.333333333,7.75,2016,7,19
57.0,69.048,69.048,600.72,600.72,1,6,6.0,1.0,6,6,0.0,0.0,2016,12,6
247.0,15.2,15.2,1199.47,1199.47,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,19
397.0,87.76,87.76,1269.0,1269.0,5,30,6.0,5.0,30,6,5.25,5.0,2016,6,30
669.0,134.57,134.57,5468.1,5468.1,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,30
215.0,13573.0,15672.52,2966.13,4437.78,4,24,6.0,10.0,60,6,2.0,2.6,2016,8,13
337.0,21.15,21.15,641.7,641.7,2,12,6.0,2.0,12,6,0.0,0.0,2016,9,6
623.0,29.7,29.7,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
159.0,14.10933333,14.10933333,1508.76,1508.76,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
245.0,36342.0,49572.04,4444.32,6956.45,4,24,6.0,8.0,48,6,8.0,8.75,2016,11,8
1647.0,0.0,0.0,1932.26,1932.26,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
499.0,20697.0,21706.0,6158.08,17897.21,1,6,6.0,2.0,12,6,2.5,2.5,2016,6,8
1897.0,9482.31,9544.93,5676.45,8775.25,4,30,12.0,4.0,30,12,3.0,3.0,2016,7,20
450.0,39.291,39.291,1626.3,1626.3,1,6,6.0,1.0,6,6,0.0,0.0,2016,9,6
395.0,120.9156667,120.9156667,690.69,690.69,8,48,6.0,8.0,48,6,1.571428571,1.571428571,2016,11,6
256.0,30.87,30.87,127.23,127.23,2,12,6.0,2.0,12,6,0.0,0.0,2016,3,6
120.0,10.811,10.811,86.07,86.07,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,6
1838.0,331.2166667,331.2166667,22.26,22.26,4,24,6.0,4.0,24,6,1.25,1.25,2016,6,14
221.0,146.412,146.412,1529.78,1529.78,3,18,6.0,3.0,18,6,7.25,7.25,2016,6,14
245.0,7289.0,12643.36,699.95,3372.53,4,24,6.0,10.0,60,6,7.25,6.0,2016,11,8
1765.0,19403.443,19677.43,8865.55,10246.33,4,24,6.0,5.0,30,6,1.5,1.6,2016,7,27
207.0,395.0286667,395.0286667,-767.48,-767.48,5,30,6.0,5.0,30,6,3.0,3.0,2016,6,14
148.0,147.3333333,147.3333333,580.0,580.0,2,12,6.0,2.0,12,6,15.0,15.0,2016,6,20
426.0,25.332,25.332,261.72,261.72,2,12,6.0,2.0,12,6,4.5,4.5,2016,6,6
1093.0,8905.768,8907.88,1695.68,1408.8,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,22
393.0,700.0,700.8,521.74,521.74,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,8
269.0,1.816666667,1.816666667,99.29,99.29,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,6
1339.0,0.096,0.096,375.66,375.66,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
506.0,9506.693333,9700.08,8811.98,10457.68,1,12,12.0,1.0,12,12,0.0,0.0,2016,7,23
1382.0,1624.816667,1654.45,4115.28,5465.16,3,18,6.0,7.0,42,6,10.0,4.5,2016,7,23
400.0,12323.026,12386.74467,1917.06,2953.06,5,30,6.0,8.0,48,6,3.833333333,3.75,2016,7,23
278.0,85.46833333,85.46833333,6248.91,6248.91,1,6,6.0,1.0,6,6,26.0,26.0,2016,6,19
532.0,600.0,600.0,704.7,783.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,7
411.0,3025.2,3036.0,282.45,317.73,4,24,6.0,5.0,30,6,5.666666667,4.2,2016,9,7
1040.0,39.27466667,39.27466667,686.56,686.56,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,16
2116.0,14931.0,20821.9,12507.92,24901.48,5,54,12.0,11.0,90,12,3.2,2.909090909,2016,12,8
682.0,3713.364,3791.72,2202.46,2253.0,3,18,6.0,3.0,18,6,4.666666667,10.5,2016,7,19
-43.0,21.0,21.0,1907.34,1907.34,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
1420.0,28.03333333,28.03333333,2259.1,2259.1,3,18,6.0,3.0,18,6,8.5,8.5,2016,6,29
584.0,95.412,95.412,1430.64,1430.64,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
1216.0,30691.0,31396.11,4465.74,6890.46,12,72,6.0,15.0,90,6,1.818181818,2.071428571,2016,2,8
744.0,1200.0,1200.0,4211.7,8647.38,0,0,0.0,0.0,0,0,75.0,75.0,2016,9,8
923.0,1472.001333,1476.43,5121.15,5465.49,1,6,28574.83096,1.0,6,6,0.0,0.0,2016,2,7
149.0,27850.0,37264.49,5860.66,7325.52,2,12,6.0,6.0,36,6,4.666666667,3.833333333,2016,8,15
159.0,0.0,0.0,1784.7,1784.7,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
1021.0,131.9113333,131.9113333,405.13,405.13,5,30,6.0,5.0,30,6,3.25,3.25,2016,6,29
526.0,9490.637333,9620.36,1190.0,1030.1,6,36,6.0,7.0,42,6,3.8,4.857142857,2016,7,13
753.0,12634.0,13324.75,12939.91,17718.91,6,36,6.0,9.0,54,6,3.0,4.125,2016,1,8
1793.0,23932.428,24131.07,929.48,758.48,1,6,6.0,2.0,12,6,0.0,0.0,2016,7,18
1395.0,7959.616667,8025.94,-1544.25,-1853.1,4,24,6.0,4.0,24,6,11.5,11.5,2016,5,7
1128.0,385.072,385.072,5215.92,5215.92,6,36,6.0,6.0,36,6,1.5,1.5,2016,6,24
144.0,121.221,121.221,1291.68,1291.68,3,18,6.0,3.0,18,6,2.0,2.0,2016,6,27
126.0,6.933333333,6.933333333,25.22,25.22,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,26
210.0,14058.065,14194.15,3683.07,4490.4,10,60,6.0,11.0,66,6,2.2,2.666666667,2016,7,17
486.0,17757.46133,17915.44,1361.89,2504.55,4,24,6.0,5.0,30,6,3.333333333,3.0,2016,7,19
924.0,18900.0,19192.0,1781.89,2270.59,7,42,6.0,14.0,84,6,3.333333333,3.230769231,2016,3,8
446.0,10710.0,10725.5,3246.9,4741.5,2,18,12.0,3.0,24,12,14.0,14.25,2016,7,31
